1	64029594	-	T
1	64029595	-	T
1	64029596	-	T
1	64029597	-	T
1	64029598	-	T
1	64029599	-	T
1	64029600	-	T
1	64029601	-	T
1	64029602	-	T
1	64029603	-	T
1	64029604	-	T
1	64029605	-	T
1	64029606	-	T
1	64029607	-	T
1	64029608	-	T
1	64029609	-	T
1	64029610	-	T
1	64029611	-	T
1	64029612	-	T
1	64029613	-	T
1	64029614	-	T
1	64029615	-	T
1	64029616	-	T
1	64029617	-	T
1	64029618	-	T
1	64029619	-	T
1	64029620	-	T
1	64029621	-	T
1	64029622	-	T
1	64029623	-	T
1	64029624	-	T
1	64029625	-	T
1	64029626	-	T
1	64029627	-	T
1	64029628	-	T
1	64029629	-	T
1	64029630	-	T
1	64029631	-	T
1	64029632	-	T
1	64029633	-	T
1	64029634	-	T
1	64029635	-	T
1	64029636	-	T
1	64029637	-	T
1	64029638	-	T
1	64029639	-	T
1	64029640	-	T
1	64029641	-	T
1	64029642	-	T
1	64029643	-	T
1	64029644	-	T
1	64029645	-	T
1	64029646	-	T
1	64029647	-	T
1	64029648	-	T
1	64029649	-	T
1	64029650	-	T
1	64029651	-	T
1	64029652	-	T
1	64029653	-	T
1	64029654	-	T
1	64029655	-	T
1	64029656	-	T
1	64029657	-	T
1	64029658	-	T
1	64029659	-	T
1	64029660	-	T
1	64029661	-	T
1	64029662	-	T
1	64029663	-	T
1	64029664	-	T
1	64029665	-	T
1	64029666	-	T
1	64029667	-	T
1	64029668	-	T
1	64029669	-	T
1	64029670	-	T
1	64029671	-	T
1	64029672	-	T
1	64029673	-	T
1	64029674	-	T
1	64029675	-	T
1	64029676	-	T
1	64029677	-	T
1	64029678	-	T
1	64029679	-	T
1	64029680	-	T
1	64029681	-	T
1	64029682	-	T
1	64029683	-	T
1	64029684	-	T
1	64029685	-	T
1	64029686	-	T
1	64029687	-	T
1	64029688	-	T
1	64029689	-	T
1	64029690	-	T
1	64029691	-	T
1	64029692	-	T
1	64029693	-	T
1	64029694	-	T
1	64029695	-	T
1	64029696	-	T
1	64029697	-	T
1	64029698	-	T
1	64029699	-	T
1	64029700	-	T
1	64029701	-	T
1	64029702	-	T
1	64029703	-	T
1	64029704	-	T
1	64029705	-	T
1	64029706	-	T
1	64029707	-	T
1	64029708	-	T
1	64029709	-	T
1	64029710	-	T
1	64029711	-	T
1	64029712	-	T
1	64029713	-	T
1	64029714	-	T
1	81591361	-	T
1	81591362	-	T
1	81591363	-	T
1	81591364	-	T
1	81591365	-	T
1	81591366	-	T
1	81591367	-	T
1	81591368	-	T
1	81591369	-	T
1	81591370	-	T
1	81591371	-	T
1	81591372	-	T
1	81591373	-	T
1	81591374	-	T
1	81591375	-	T
1	81591376	-	T
1	81591377	-	T
1	81591378	-	T
1	81591379	-	T
1	81591380	-	T
1	81591381	-	T
1	81591382	-	T
1	81591383	-	T
1	81591384	-	T
1	81591385	-	T
1	81591386	-	T
1	81591387	-	T
1	81591388	-	T
1	81591389	-	T
1	81591390	-	T
1	81591391	-	T
1	81591392	-	T
1	81591393	-	T
1	81591394	-	T
1	81591395	-	T
1	81591396	-	T
1	81591397	-	T
1	81591398	-	T
1	81591399	-	T
1	81591400	-	T
1	81591401	-	T
1	81591402	-	T
1	81591403	-	T
1	81591404	-	T
1	81591405	-	T
1	81591406	-	T
1	81591407	-	T
1	81591408	-	T
1	81591409	-	T
1	81591410	-	T
1	81591411	-	T
1	81591412	-	T
1	81591413	-	T
1	81591414	-	T
1	81591415	-	T
1	81591416	-	T
1	81591417	-	T
1	81591418	-	T
1	81591419	-	T
1	81591420	-	T
1	81591421	-	T
1	81591422	-	T
1	81591423	-	T
1	81591424	-	T
1	81591425	-	T
1	81591426	-	T
1	81591427	-	T
1	81591428	-	T
1	81591429	-	T
1	81591430	-	T
1	81591431	-	T
1	81591432	-	T
1	81591433	-	T
1	81591434	-	T
1	81591435	-	T
1	81591436	-	T
1	81591437	-	T
1	81591438	-	T
1	81591439	-	T
1	81591440	-	T
1	81591441	-	T
1	81591442	-	T
1	81591443	-	T
1	81591444	-	T
1	81591445	-	T
1	81591446	-	T
1	81591447	-	T
1	81591448	-	T
1	81591449	-	T
1	81591450	-	T
1	81591451	-	T
1	81591452	-	T
1	81591453	-	T
1	81591454	-	T
1	81591455	-	T
1	81591456	-	T
1	81591457	-	T
1	81591458	-	T
1	81591459	-	T
1	81591460	-	T
1	81591461	-	T
1	81591462	-	T
1	81591463	-	T
1	81591464	-	T
1	81591465	-	T
1	81591466	-	T
1	81591467	-	T
1	81591468	-	T
1	81591469	-	T
1	81591470	-	T
1	81591471	-	T
1	81591472	-	T
1	81591473	-	T
1	81591474	-	T
1	81591475	-	T
1	81591476	-	T
1	81591477	-	T
1	81591478	-	T
1	81591479	-	T
1	81591480	-	T
1	81591481	-	T
1	81591482	-	T
1	81591483	-	T
1	81591484	-	T
1	81591485	-	T
1	81591486	-	T
1	81591487	-	T
1	81591488	-	T
1	81591489	-	T
1	81591490	-	T
1	81591491	-	T
1	81591492	-	T
1	81591493	-	T
1	153779389	-	T
1	153779390	-	T
1	153779391	-	T
1	153779392	-	T
1	153779393	-	T
1	153779394	-	T
1	153779395	-	T
1	153779396	-	T
1	153779397	-	T
1	153779398	-	T
1	153779399	-	T
1	153779400	-	T
1	153779401	-	T
1	153779402	-	T
1	153779403	-	T
1	153779404	-	T
1	153779405	-	T
1	153779406	-	T
1	153779407	-	T
1	153779408	-	T
1	153779409	-	T
1	153779410	-	T
1	153779411	-	T
1	153779412	-	T
1	153779413	-	T
1	153779414	-	T
1	153779415	-	T
1	153779416	-	T
1	153779417	-	T
1	153779418	-	T
1	153779419	-	T
1	153779420	-	T
1	153779421	-	T
1	153779422	-	T
1	153779423	-	T
1	153779424	-	T
1	153779425	-	T
1	153779426	-	T
1	153779427	-	T
1	153779428	-	T
1	153779429	-	T
1	153779430	-	T
1	153779431	-	T
1	153779432	-	T
1	153779433	-	T
1	153779434	-	T
1	153779435	-	T
1	153779436	-	T
1	153779437	-	T
1	153779438	-	T
1	153779439	-	T
1	153779440	-	T
1	153779441	-	T
1	153779442	-	T
1	153779443	-	T
1	153779444	-	T
1	153779445	-	T
1	153779446	-	T
1	153779447	-	T
1	153779448	-	T
